"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2006年6月26日","2,133.67","2,126.46","2,135.71","2,123.71","1.07B","0.58%"
"2006年6月23日","2,121.47","2,120.30","2,137.43","2,110.81","1.21B","-0.07%"
"2006年6月22日","2,122.98","2,138.97","2,141.20","2,113.59","1.23B","-0.85%"
"2006年6月21日","2,141.20","2,109.22","2,152.56","2,107.06","1.42B","1.62%"
"2006年6月20日","2,107.06","2,110.92","2,126.72","2,103.77","1.25B","-0.16%"
"2006年6月19日","2,110.42","2,136.60","2,138.77","2,104.38","1.25B","-0.92%"
"2006年6月16日","2,129.95","2,140.51","2,144.15","2,122.78","1.99B","-0.66%"
"2006年6月15日","2,144.15","2,098.37","2,147.91","2,086.00","1.61B","2.79%"
"2006年6月14日","2,086.00","2,075.55","2,091.94","2,065.11","-","0.65%"
"2006年6月13日","2,072.47","2,089.88","2,108.36","2,067.74","-","-0.90%"
"2006年6月12日","2,091.32","2,137.47","2,138.68","2,091.32","-","-2.05%"
"2006年6月9日","2,135.06","2,151.92","2,163.21","2,133.47","-","-0.48%"
"2006年6月8日","2,145.32","2,141.59","2,151.80","2,100.43","-","-0.30%"
"2006年6月7日","2,151.80","2,166.58","2,184.44","2,150.69","-","-0.51%"
"2006年6月6日","2,162.78","2,174.28","2,176.47","2,144.20","-","-0.32%"
"2006年6月5日","2,169.62","2,212.35","2,219.41","2,169.40","-","-2.24%"
"2006年6月2日","2,219.41","2,229.84","2,233.88","2,203.73","-","-0.02%"
"2006年6月1日","2,219.86","2,179.82","2,219.86","2,177.80","-","1.88%"
"2006年5月31日","2,178.88","2,171.46","2,185.33","2,165.79","-","0.65%"
"2006年5月30日","2,164.74","2,202.57","2,202.57","2,164.74","-","-2.06%"
"2006年5月26日","2,210.37","2,205.90","2,210.49","2,196.70","-","0.55%"
"2006年5月25日","2,198.24","2,182.43","2,198.58","2,174.24","-","1.34%"
"2006年5月24日","2,169.17","2,159.83","2,179.84","2,135.81","-","0.48%"
"2006年5月23日","2,158.76","2,188.38","2,199.56","2,158.76","-","-0.65%"
"2006年5月22日","2,172.86","2,178.15","2,184.57","2,156.67","-","-0.96%"
"2006年5月19日","2,193.88","2,183.34","2,198.66","2,164.54","-","0.62%"
"2006年5月18日","2,180.32","2,205.37","2,212.95","2,180.28","-","-0.70%"
"2006年5月17日","2,195.80","2,214.90","2,222.38","2,193.87","-","-1.50%"
"2006年5月16日","2,229.13","2,239.00","2,243.74","2,222.80","-","-0.42%"
"2006年5月15日","2,238.52","2,234.01","2,245.18","2,220.50","-","-0.23%"
"2006年5月12日","2,243.78","2,263.97","2,264.19","2,243.32","-","-1.27%"
"2006年5月11日","2,272.70","2,319.08","2,319.60","2,270.51","-","-2.07%"
"2006年5月10日","2,320.74","2,332.82","2,338.25","2,314.45","-","-0.75%"
"2006年5月9日","2,338.25","2,339.71","2,343.62","2,334.17","-","-0.29%"
"2006年5月8日","2,344.99","2,342.41","2,352.56","2,339.46","-","0.10%"
"2006年5月5日","2,342.57","2,335.96","2,344.37","2,332.68","-","0.80%"
"2006年5月4日","2,323.90","2,307.38","2,326.82","2,307.38","-","0.87%"
"2006年5月3日","2,303.97","2,311.20","2,312.60","2,295.03","-","-0.25%"
"2006年5月2日","2,309.84","2,311.73","2,313.93","2,302.80","-","0.22%"
"2006年5月1日","2,304.79","2,329.79","2,334.69","2,300.25","-","-0.77%"
"2006年4月28日","2,322.57","2,321.61","2,337.28","2,317.47","-","-0.95%"
"2006年4月27日","2,344.95","2,324.63","2,361.89","2,315.12","-","0.49%"
"2006年4月26日","2,333.63","2,333.57","2,342.88","2,327.73","-","0.14%"
"2006年4月25日","2,330.30","2,338.54","2,338.54","2,321.64","-","-0.13%"
"2006年4月24日","2,333.38","2,338.78","2,338.78","2,324.28","-","-0.40%"
"2006年4月21日","2,342.86","2,371.65","2,371.65","2,333.50","-","-0.83%"
"2006年4月20日","2,362.55","2,368.74","2,375.54","2,354.07","-","-0.35%"
"2006年4月19日","2,370.88","2,358.87","2,370.93","2,350.04","-","0.63%"
"2006年4月18日","2,356.14","2,318.27","2,357.46","2,318.27","-","1.95%"
"2006年4月17日","2,311.16","2,325.56","2,332.67","2,299.42","-","-0.64%"
"2006年4月13日","2,326.11","2,314.32","2,333.03","2,310.12","-","0.49%"
"2006年4月12日","2,314.68","2,309.39","2,318.05","2,308.33","-","0.19%"
"2006年4月11日","2,310.35","2,337.88","2,339.79","2,302.19","-","-0.98%"
"2006年4月10日","2,333.27","2,340.39","2,343.59","2,326.47","-","-0.25%"
"2006年4月7日","2,339.02","2,367.32","2,375.45","2,336.71","-","-0.94%"
"2006年4月6日","2,361.17","2,358.92","2,366.56","2,347.64","-","0.06%"
"2006年4月5日","2,359.75","2,349.82","2,361.91","2,341.66","-","0.61%"
"2006年4月4日","2,345.36","2,337.95","2,350.70","2,332.67","-","0.37%"
"2006年4月3日","2,336.74","2,352.24","2,357.53","2,334.60","-","-0.13%"
"2006年3月31日","2,339.79","2,345.53","2,348.89","2,334.54","-","-0.04%"
"2006年3月30日","2,340.82","2,340.23","2,353.14","2,330.84","-","0.13%"
"2006年3月29日","2,337.78","2,309.94","2,344.67","2,308.41","-","1.45%"
"2006年3月28日","2,304.46","2,315.61","2,327.83","2,299.56","-","-0.48%"
"2006年3月27日","2,315.58","2,312.47","2,319.93","2,310.02","-","0.12%"
"2006年3月24日","2,312.82","2,304.74","2,316.15","2,300.37","-","0.55%"
"2006年3月23日","2,300.15","2,300.17","2,305.17","2,287.90","-","-0.14%"
"2006年3月22日","2,303.35","2,283.39","2,305.44","2,282.38","-","0.40%"
"2006年3月21日","2,294.23","2,312.90","2,332.95","2,292.55","-","-0.86%"
"2006年3月20日","2,314.11","2,311.93","2,317.13","2,305.59","-","0.33%"
"2006年3月17日","2,306.48","2,306.17","2,310.84","2,294.50","-","0.30%"
"2006年3月16日","2,299.56","2,319.11","2,323.79","2,299.55","-","-0.53%"
"2006年3月15日","2,311.84","2,301.17","2,312.49","2,293.06","-","0.69%"
"2006年3月14日","2,295.90","2,264.25","2,296.92","2,264.24","-","1.27%"
"2006年3月13日","2,267.03","2,269.44","2,280.20","2,263.68","-","0.22%"
"2006年3月10日","2,262.04","2,251.81","2,266.99","2,239.54","-","0.55%"
"2006年3月9日","2,249.72","2,272.26","2,279.28","2,249.56","-","-0.78%"
"2006年3月8日","2,267.46","2,260.87","2,275.13","2,248.65","-","-0.04%"
"2006年3月7日","2,268.38","2,280.08","2,280.08","2,259.64","-","-0.77%"
"2006年3月6日","2,286.03","2,306.66","2,309.51","2,281.37","-","-0.72%"
"2006年3月3日","2,302.60","2,299.10","2,324.92","2,297.09","-","-0.37%"
"2006年3月2日","2,311.11","2,305.53","2,316.93","2,299.76","-","-0.15%"
"2006年3月1日","2,314.64","2,288.15","2,315.95","2,285.64","-","1.46%"
"2006年2月28日","2,281.39","2,300.96","2,305.62","2,276.74","-","-1.12%"
"2006年2月27日","2,307.18","2,291.48","2,313.53","2,291.24","-","0.88%"
"2006年2月24日","2,287.04","2,278.27","2,287.86","2,272.78","-","0.34%"
"2006年2月23日","2,279.32","2,279.59","2,293.74","2,271.82","-","-0.17%"
"2006年2月22日","2,283.17","2,264.69","2,287.99","2,259.17","-","0.89%"
"2006年2月21日","2,262.96","2,283.52","2,284.82","2,256.75","-","-0.85%"
"2006年2月17日","2,282.36","2,291.73","2,291.76","2,279.63","-","-0.53%"
"2006年2月16日","2,294.63","2,281.88","2,294.63","2,278.06","-","0.80%"
"2006年2月15日","2,276.43","2,259.04","2,277.13","2,255.10","-","0.63%"
"2006年2月14日","2,262.17","2,243.54","2,266.82","2,237.47","-","1.00%"
"2006年2月13日","2,239.81","2,252.04","2,254.31","2,232.68","-","-0.98%"
"2006年2月10日","2,261.88","2,255.77","2,266.44","2,235.41","-","0.27%"
"2006年2月9日","2,255.87","2,273.77","2,284.52","2,254.26","-","-0.49%"
"2006年2月8日","2,266.98","2,260.22","2,268.72","2,246.98","-","0.98%"
"2006年2月7日","2,244.96","2,255.94","2,265.54","2,239.51","-","-0.61%"
"2006年2月6日","2,258.80","2,263.12","2,265.81","2,249.75","-","-0.17%"
"2006年2月3日","2,262.58","2,268.43","2,274.62","2,255.99","-","-0.83%"
"2006年2月2日","2,281.57","2,306.57","2,308.05","2,277.30","-","-1.25%"
"2006年2月1日","2,310.56","2,294.11","2,311.57","2,292.23","-","0.21%"
"2006年1月31日","2,305.82","2,305.82","2,311.83","2,292.95","-","-0.04%"
"2006年1月30日","2,306.78","2,306.24","2,313.98","2,304.75","-","0.11%"
"2006年1月27日","2,304.23","2,293.37","2,314.36","2,289.47","-","0.93%"
"2006年1月26日","2,283.00","2,274.85","2,284.07","2,264.85","-","0.99%"
"2006年1月25日","2,260.65","2,275.30","2,275.30","2,253.06","-","-0.20%"
"2006年1月24日","2,265.25","2,256.13","2,269.44","2,256.03","-","0.75%"
"2006年1月23日","2,248.47","2,255.31","2,256.24","2,241.02","-","0.03%"
"2006年1月20日","2,247.70","2,300.36","2,300.73","2,245.20","-","-2.35%"
"2006年1月19日","2,301.81","2,291.69","2,311.71","2,289.82","-","0.97%"
"2006年1月18日","2,279.64","2,265.50","2,285.94","2,264.08","-","-1.00%"
"2006年1月17日","2,302.69","2,302.56","2,305.87","2,294.05","-","-0.62%"
"2006年1月13日","2,317.04","2,317.74","2,321.70","2,308.16","-","0.02%"
"2006年1月12日","2,316.69","2,327.17","2,330.31","2,313.22","-","-0.63%"
"2006年1月11日","2,331.36","2,321.41","2,332.92","2,316.49","-","0.48%"
"2006年1月10日","2,320.32","2,306.22","2,320.32","2,303.93","-","0.07%"
"2006年1月9日","2,318.69","2,306.18","2,322.63","2,303.13","-","0.57%"
"2006年1月6日","2,305.62","2,289.21","2,306.72","2,281.01","-","1.26%"
"2006年1月5日","2,276.87","2,264.93","2,277.56","2,264.50","-","0.59%"
"2006年1月4日","2,263.46","2,246.96","2,265.28","2,246.07","-","0.88%"
"2006年1月3日","2,243.74","2,216.53","2,249.68","2,189.91","-","1.74%"
"2005年12月30日","2,205.32","2,209.03","2,209.97","2,200.51","-","-0.58%"
"2005年12月29日","2,218.16","2,229.60","2,232.89","2,216.98","-","-0.48%"
"2005年12月28日","2,228.94","2,230.36","2,233.54","2,221.41","-","0.09%"
"2005年12月27日","2,226.89","2,253.05","2,259.68","2,226.62","-","-1.00%"
"2005年12月23日","2,249.42","2,249.41","2,254.71","2,245.58","-","0.13%"
"2005年12月22日","2,246.49","2,233.79","2,247.09","2,232.57","-","0.66%"
"2005年12月21日","2,231.66","2,227.53","2,241.94","2,225.19","-","0.42%"
"2005年12月20日","2,222.42","2,223.56","2,231.02","2,213.52","-","-0.01%"
"2005年12月19日","2,222.74","2,254.64","2,256.03","2,221.79","-","-1.32%"
"2005年12月16日","2,252.48","2,262.08","2,263.89","2,251.67","-","-0.36%"
"2005年12月15日","2,260.63","2,266.05","2,267.55","2,247.32","-","-0.09%"
"2005年12月14日","2,262.59","2,261.94","2,270.44","2,254.44","-","-0.11%"
"2005年12月13日","2,265.00","2,256.60","2,271.85","2,254.92","-","0.18%"
"2005年12月12日","2,260.95","2,263.97","2,266.14","2,253.44","-","0.19%"
"2005年12月9日","2,256.73","2,247.28","2,258.67","2,241.03","-","0.46%"
"2005年12月8日","2,246.46","2,254.80","2,261.61","2,233.74","-","-0.25%"
"2005年12月7日","2,252.01","2,263.29","2,264.91","2,244.62","-","-0.39%"
"2005年12月6日","2,260.76","2,267.76","2,278.16","2,259.37","-","0.14%"
"2005年12月5日","2,257.64","2,269.07","2,269.48","2,250.84","-","-0.69%"
"2005年12月2日","2,273.37","2,266.17","2,273.61","2,261.13","-","0.27%"
"2005年12月1日","2,267.17","2,244.85","2,269.39","2,244.71","-","1.54%"
"2005年11月30日","2,232.82","2,232.50","2,243.41","2,230.19","-","0.00%"
"2005年11月29日","2,232.71","2,247.70","2,253.25","2,232.54","-","-0.30%"
"2005年11月28日","2,239.37","2,263.55","2,264.06","2,239.34","-","-1.04%"
"2005年11月25日","2,263.01","2,262.43","2,264.13","2,256.45","-","0.13%"
"2005年11月23日","2,259.98","2,251.37","2,269.30","2,250.40","-","0.28%"
"2005年11月22日","2,253.56","2,235.30","2,257.77","2,232.74","-","0.53%"
"2005年11月21日","2,241.67","2,226.62","2,242.30","2,219.25","-","0.66%"
"2005年11月18日","2,227.07","2,232.36","2,234.30","2,218.81","-","0.30%"
"2005年11月17日","2,220.46","2,195.48","2,220.46","2,194.66","-","1.49%"
"2005年11月16日","2,187.93","2,189.46","2,191.19","2,176.54","-","0.05%"
"2005年11月15日","2,186.74","2,199.39","2,204.69","2,181.92","-","-0.65%"
"2005年11月14日","2,200.95","2,203.79","2,206.88","2,197.12","-","-0.07%"
"2005年11月11日","2,202.47","2,198.26","2,205.36","2,198.26","-","0.26%"
"2005年11月10日","2,196.68","2,175.02","2,196.75","2,162.65","-","0.96%"
"2005年11月9日","2,175.81","2,171.23","2,182.90","2,166.16","-","0.17%"
"2005年11月8日","2,172.07","2,172.37","2,180.79","2,166.25","-","-0.28%"
"2005年11月7日","2,178.24","2,174.25","2,182.09","2,165.82","-","0.41%"
"2005年11月4日","2,169.43","2,165.10","2,172.68","2,156.60","-","0.43%"
"2005年11月3日","2,160.22","2,157.30","2,169.98","2,153.20","-","0.74%"
"2005年11月2日","2,144.31","2,110.95","2,144.56","2,110.87","-","1.43%"
"2005年11月1日","2,114.05","2,109.89","2,121.25","2,108.86","-","-0.29%"
"2005年10月31日","2,120.30","2,094.37","2,125.73","2,094.37","-","1.46%"
"2005年10月28日","2,089.88","2,073.85","2,089.88","2,064.92","-","1.26%"
"2005年10月27日","2,063.81","2,095.85","2,098.04","2,063.81","-","-1.73%"
"2005年10月26日","2,100.05","2,104.02","2,121.36","2,098.15","-","-0.45%"
"2005年10月25日","2,109.45","2,109.55","2,116.42","2,094.79","-","-0.30%"
"2005年10月24日","2,115.83","2,089.51","2,115.88","2,083.98","-","1.61%"
"2005年10月21日","2,082.21","2,083.84","2,091.44","2,074.20","-","0.68%"
"2005年10月20日","2,068.11","2,088.04","2,096.43","2,058.52","-","-1.11%"
"2005年10月19日","2,091.24","2,048.66","2,091.24","2,042.03","-","1.71%"
"2005年10月18日","2,056.00","2,069.32","2,072.50","2,055.96","-","-0.69%"
"2005年10月17日","2,070.30","2,065.54","2,071.25","2,054.19","-","0.26%"
"2005年10月14日","2,064.83","2,054.50","2,064.95","2,042.54","-","0.86%"
"2005年10月13日","2,047.22","2,033.86","2,051.23","2,025.58","-","0.48%"
"2005年10月12日","2,037.47","2,055.44","2,064.66","2,032.79","-","-1.15%"
"2005年10月11日","2,061.09","2,084.38","2,085.61","2,058.19","-","-0.86%"
"2005年10月10日","2,078.92","2,091.68","2,093.23","2,078.11","-","-0.55%"
"2005年10月7日","2,090.35","2,091.12","2,097.42","2,082.44","-","0.30%"
"2005年10月6日","2,084.08","2,104.92","2,110.83","2,069.04","-","-0.90%"
"2005年10月5日","2,103.02","2,139.16","2,139.60","2,103.02","-","-1.70%"
"2005年10月4日","2,139.36","2,156.26","2,167.00","2,139.00","-","-0.75%"
"2005年10月3日","2,155.43","2,152.70","2,162.79","2,152.59","-","0.17%"
"2005年9月30日","2,151.69","2,140.17","2,151.69","2,138.23","-","0.49%"
"2005年9月29日","2,141.22","2,114.97","2,141.43","2,107.70","-","1.22%"
"2005年9月28日","2,115.40","2,122.19","2,127.49","2,109.75","-","-0.05%"
"2005年9月27日","2,116.42","2,123.65","2,125.90","2,109.05","-","-0.24%"
"2005年9月26日","2,121.46","2,127.90","2,132.60","2,112.27","-","0.22%"
"2005年9月23日","2,116.84","2,105.37","2,121.05","2,099.95","-","0.29%"
"2005年9月22日","2,110.78","2,104.39","2,114.59","2,093.06","-","0.20%"
"2005年9月21日","2,106.64","2,129.65","2,129.96","2,106.64","-","-1.16%"
"2005年9月20日","2,131.33","2,149.44","2,162.14","2,127.48","-","-0.65%"
"2005年9月19日","2,145.26","2,157.37","2,159.49","2,139.89","-","-0.70%"
"2005年9月16日","2,160.35","2,153.75","2,160.83","2,146.79","-","0.66%"
"2005年9月15日","2,146.15","2,153.75","2,155.75","2,142.73","-","-0.15%"
"2005年9月14日","2,149.33","2,173.62","2,174.01","2,149.19","-","-1.03%"
"2005年9月13日","2,171.75","2,177.95","2,185.89","2,167.83","-","-0.51%"
"2005年9月12日","2,182.83","2,176.47","2,186.83","2,175.23","-","0.34%"
"2005年9月9日","2,175.51","2,168.90","2,177.23","2,164.41","-","0.44%"
"2005年9月8日","2,166.03","2,165.72","2,173.85","2,161.29","-","-0.28%"
"2005年9月7日","2,172.03","2,164.14","2,172.39","2,158.61","-","0.24%"
"2005年9月6日","2,166.86","2,147.31","2,167.10","2,147.31","-","1.20%"
"2005年9月2日","2,141.07","2,150.52","2,152.22","2,139.28","-","-0.32%"
"2005年9月1日","2,147.90","2,150.03","2,157.32","2,142.32","-","-0.19%"
"2005年8月31日","2,152.09","2,130.81","2,152.09","2,124.08","-","1.05%"
"2005年8月30日","2,129.76","2,130.88","2,132.21","2,118.27","-","-0.37%"
"2005年8月29日","2,137.65","2,112.44","2,139.40","2,112.25","-","0.80%"
"2005年8月26日","2,120.77","2,132.97","2,133.17","2,118.04","-","-0.64%"
"2005年8月25日","2,134.37","2,131.30","2,138.46","2,129.46","-","0.26%"
"2005年8月24日","2,128.91","2,133.17","2,156.13","2,127.30","-","-0.39%"
"2005年8月23日","2,137.25","2,142.29","2,145.71","2,131.02","-","-0.19%"
"2005年8月22日","2,141.41","2,140.95","2,151.84","2,129.46","-","0.27%"
"2005年8月19日","2,135.56","2,138.74","2,143.92","2,134.99","-","-0.02%"
"2005年8月18日","2,136.08","2,139.40","2,146.49","2,133.08","-","-0.42%"
"2005年8月17日","2,145.15","2,139.36","2,153.04","2,137.18","-","0.38%"
"2005年8月16日","2,137.06","2,160.97","2,161.46","2,136.49","-","-1.38%"
"2005年8月15日","2,167.04","2,153.71","2,173.66","2,147.85","-","0.47%"
"2005年8月12日","2,156.90","2,158.94","2,161.07","2,144.60","-","-0.81%"
"2005年8月11日","2,174.55","2,158.30","2,174.55","2,156.97","-","0.78%"
"2005年8月10日","2,157.81","2,178.07","2,185.91","2,152.82","-","-0.75%"
"2005年8月9日","2,174.19","2,170.44","2,181.27","2,167.88","-","0.45%"
"2005年8月8日","2,164.39","2,182.99","2,185.56","2,163.50","-","-0.62%"
"2005年8月5日","2,177.91","2,189.42","2,195.10","2,175.91","-","-0.61%"
"2005年8月4日","2,191.32","2,208.33","2,209.37","2,190.30","-","-1.15%"
"2005年8月3日","2,216.81","2,211.09","2,219.91","2,209.40","-","-0.06%"
"2005年8月2日","2,218.15","2,197.79","2,219.00","2,197.79","-","1.04%"
"2005年8月1日","2,195.38","2,191.49","2,201.87","2,189.08","-","0.48%"
"2005年7月29日","2,184.83","2,195.47","2,201.39","2,184.43","-","-0.62%"
"2005年7月28日","2,198.44","2,188.29","2,198.52","2,183.27","-","0.56%"
"2005年7月27日","2,186.22","2,178.73","2,187.15","2,167.88","-","0.47%"
"2005年7月26日","2,175.99","2,170.60","2,181.14","2,167.09","-","0.43%"
"2005年7月25日","2,166.74","2,179.04","2,186.46","2,165.93","-","-0.60%"
"2005年7月22日","2,179.74","2,176.14","2,182.64","2,165.44","-","0.05%"
"2005年7月21日","2,178.60","2,191.77","2,193.19","2,171.98","-","-0.46%"
"2005年7月20日","2,188.57","2,158.97","2,191.09","2,158.09","-","0.71%"
"2005年7月19日","2,173.18","2,156.77","2,173.87","2,154.36","-","1.32%"
"2005年7月18日","2,144.87","2,151.84","2,153.52","2,144.78","-","-0.55%"
"2005年7月15日","2,156.78","2,152.70","2,160.64","2,145.18","-","0.18%"
"2005年7月14日","2,152.82","2,156.56","2,164.18","2,148.61","-","0.41%"
"2005年7月13日","2,144.11","2,142.60","2,146.56","2,136.37","-","0.04%"
"2005年7月12日","2,143.15","2,132.51","2,149.78","2,128.82","-","0.36%"
"2005年7月11日","2,135.43","2,115.98","2,135.69","2,115.57","-","1.07%"
"2005年7月8日","2,112.88","2,077.90","2,113.91","2,076.53","-","1.79%"
"2005年7月7日","2,075.66","2,050.71","2,076.43","2,050.30","-","0.34%"
"2005年7月6日","2,068.65","2,076.90","2,084.76","2,068.42","-","-0.49%"
"2005年7月5日","2,078.75","2,052.10","2,079.60","2,052.10","-","1.04%"
"2005年7月1日","2,057.37","2,060.97","2,064.81","2,053.06","-","0.02%"
"2005年6月30日","2,056.96","2,072.05","2,076.16","2,056.24","-","-0.58%"
"2005年6月29日","2,068.89","2,074.44","2,076.02","2,066.45","-","-0.05%"
"2005年6月28日","2,069.89","2,051.77","2,072.58","2,050.98","-","1.21%"
"2005年6月27日","2,045.20","2,050.30","2,054.47","2,039.69","-","-0.39%"
"2005年6月24日","2,053.27","2,070.33","2,071.52","2,050.76","-","-0.84%"
"2005年6月23日","2,070.66","2,093.91","2,106.57","2,070.57","-","-1.02%"
"2005年6月22日","2,092.03","2,097.05","2,102.75","2,083.76","-","0.05%"
"2005年6月21日","2,091.07","2,087.63","2,095.69","2,083.59","-","0.14%"
"2005年6月20日","2,088.13","2,081.05","2,096.77","2,076.42","-","-0.09%"
"2005年6月17日","2,090.11","2,098.33","2,098.53","2,085.24","-","0.05%"
"2005年6月16日","2,089.15","2,076.27","2,089.51","2,073.29","-","0.69%"
"2005年6月15日","2,074.92","2,076.73","2,079.13","2,053.39","-","0.28%"
"2005年6月14日","2,069.04","2,068.04","2,074.78","2,064.08","-","0.00%"
"2005年6月13日","2,068.96","2,059.96","2,078.26","2,058.72","-","0.29%"
"2005年6月10日","2,063.00","2,076.25","2,076.25","2,055.94","-","-0.67%"
"2005年6月9日","2,076.91","2,059.58","2,077.47","2,052.96","-","0.81%"
"2005年6月8日","2,060.18","2,073.21","2,074.61","2,057.58","-","-0.34%"
"2005年6月7日","2,067.16","2,079.06","2,095.96","2,067.14","-","-0.41%"
"2005年6月6日","2,075.76","2,072.36","2,078.61","2,066.36","-","0.21%"
"2005年6月3日","2,071.43","2,094.18","2,095.99","2,069.17","-","-1.26%"
"2005年6月2日","2,097.80","2,081.69","2,097.80","2,081.40","-","0.48%"
"2005年6月1日","2,087.86","2,067.23","2,095.54","2,067.23","-","0.95%"
"2005年5月31日","2,068.22","2,073.92","2,076.01","2,065.02","-","-0.36%"
"2005年5月27日","2,075.73","2,068.53","2,076.80","2,064.99","-","0.22%"
"2005年5月26日","2,071.24","2,057.99","2,072.54","2,057.80","-","1.03%"
"2005年5月25日","2,050.12","2,055.78","2,055.78","2,041.95","-","-0.56%"
"2005年5月24日","2,061.62","2,052.28","2,062.52","2,049.77","-","0.24%"
"2005年5月23日","2,056.65","2,045.69","2,062.95","2,046.09","-","0.50%"
"2005年5月20日","2,046.42","2,040.63","2,046.42","2,033.35","-","0.19%"
"2005年5月19日","2,042.58","2,032.09","2,042.68","2,030.05","-","0.59%"
"2005年5月18日","2,030.65","2,008.63","2,034.30","2,007.20","-","1.32%"
"2005年5月17日","2,004.15","1,986.16","2,004.15","1,980.94","-","0.49%"
"2005年5月16日","1,994.43","1,976.38","1,994.47","1,973.67","-","0.89%"
"2005年5月13日","1,976.78","1,978.28","1,990.00","1,964.77","-","0.66%"
"2005年5月12日","1,963.88","1,970.80","1,982.20","1,956.45","-","-0.39%"
"2005年5月11日","1,971.55","1,966.06","1,972.52","1,943.89","-","0.45%"
"2005年5月10日","1,962.77","1,968.08","1,971.25","1,957.29","-","-0.85%"
"2005年5月9日","1,979.67","1,967.74","1,979.67","1,960.27","-","0.63%"
"2005年5月6日","1,967.35","1,972.66","1,973.50","1,960.76","-","0.28%"
"2005年5月5日","1,961.80","1,960.38","1,969.29","1,951.49","-","-0.02%"
"2005年5月4日","1,962.23","1,937.79","1,963.26","1,935.24","-","1.51%"
"2005年5月3日","1,933.07","1,924.78","1,944.53","1,924.78","-","0.23%"
"2005年5月2日","1,928.65","1,923.23","1,933.42","1,916.03","-","0.36%"
"2005年4月29日","1,921.65","1,917.64","1,921.77","1,889.83","-","0.92%"
"2005年4月28日","1,904.18","1,922.03","1,927.31","1,904.08","-","-1.36%"
"2005年4月27日","1,930.43","1,919.42","1,937.15","1,913.14","-","0.16%"
"2005年4月26日","1,927.44","1,943.75","1,958.58","1,927.44","-","-1.20%"
"2005年4月25日","1,950.78","1,942.02","1,954.87","1,938.45","-","0.96%"
"2005年4月22日","1,932.19","1,953.58","1,953.77","1,921.38","-","-1.54%"
"2005年4月21日","1,962.41","1,931.85","1,962.41","1,928.52","-","2.54%"
"2005年4月20日","1,913.76","1,944.64","1,945.60","1,912.35","-","-0.96%"
"2005年4月19日","1,932.36","1,922.82","1,933.21","1,918.15","-","1.02%"
"2005年4月18日","1,912.92","1,906.43","1,921.69","1,904.27","-","0.25%"
"2005年4月15日","1,908.15","1,932.96","1,940.15","1,906.71","-","-1.98%"
"2005年4月14日","1,946.71","1,974.18","1,975.42","1,946.58","-","-1.40%"
"2005年4月13日","1,974.37","2,000.46","2,001.30","1,972.10","-","-1.55%"
"2005年4月12日","2,005.40","1,988.33","2,007.24","1,970.01","-","0.67%"
"2005年4月11日","1,992.12","2,004.16","2,006.24","1,991.21","-","-0.36%"
"2005年4月8日","1,999.35","2,018.42","2,021.82","1,999.33","-","-0.96%"
"2005年4月7日","2,018.79","1,999.61","2,018.79","1,998.14","-","0.98%"
"2005年4月6日","1,999.14","2,004.25","2,017.08","1,996.91","-","-0.01%"
"2005年4月5日","1,999.32","1,994.38","2,002.35","1,991.88","-","0.41%"
"2005年4月4日","1,991.07","1,983.81","1,995.80","1,972.07","-","0.32%"
"2005年4月1日","1,984.81","2,009.09","2,014.73","1,982.19","-","-0.72%"
"2005年3月31日","1,999.23","2,005.71","2,006.62","1,994.80","-","-0.32%"
"2005年3月30日","2,005.67","1,980.07","2,005.67","1,980.07","-","1.61%"
"2005年3月29日","1,973.88","1,990.27","2,002.65","1,968.58","-","-0.94%"
"2005年3月28日","1,992.52","1,998.76","2,005.49","1,992.52","-","0.07%"
"2005年3月24日","1,991.06","1,997.48","2,008.63","1,991.06","-","0.04%"
"2005年3月23日","1,990.22","1,985.49","1,999.43","1,985.22","-","0.04%"
"2005年3月22日","1,989.34","2,007.72","2,017.66","1,988.86","-","-0.91%"
"2005年3月21日","2,007.51","2,008.16","2,011.39","1,993.76","-","-0.01%"
"2005年3月18日","2,007.79","2,018.41","2,020.40","1,999.98","-","-0.43%"
"2005年3月17日","2,016.42","2,016.91","2,023.67","2,010.52","-","0.03%"
"2005年3月16日","2,015.75","2,028.29","2,037.96","2,011.67","-","-0.94%"
"2005年3月15日","2,034.98","2,057.17","2,059.07","2,034.41","-","-0.78%"
"2005年3月14日","2,051.04","2,043.64","2,051.04","2,037.41","-","0.46%"
"2005年3月11日","2,041.60","2,063.56","2,069.40","2,036.41","-","-0.88%"
"2005年3月10日","2,059.72","2,065.09","2,067.21","2,042.02","-","-0.08%"
"2005年3月9日","2,061.29","2,070.85","2,079.37","2,060.23","-","-0.59%"
"2005年3月8日","2,073.55","2,087.11","2,095.74","2,072.59","-","-0.80%"
"2005年3月7日","2,090.21","2,073.90","2,100.57","2,073.82","-","0.95%"
"2005年3月4日","2,070.61","2,071.15","2,078.14","2,064.93","-","0.59%"
"2005年3月3日","2,058.40","2,073.33","2,074.71","2,047.92","-","-0.44%"
"2005年3月2日","2,067.50","2,060.30","2,084.15","2,057.22","-","-0.18%"
"2005年3月1日","2,071.25","2,057.47","2,073.74","2,057.19","-","0.95%"
"2005年2月28日","2,051.72","2,058.28","2,066.53","2,038.77","-","-0.66%"
"2005年2月25日","2,065.40","2,050.49","2,065.40","2,047.23","-","0.67%"
